categoryName;englishName;humanFormat;populate;visible;generalizations;mutexExceptions;knownNegatives;instanceType;seedInstances;seedExtractionPatterns;conceptSynonyms;queryString;editDate;author;curator;description;freebaseID;comment;
trilha;trails;%s is a {trail};TRUE;TRUE;localização;atração;;proper;"""Caminho das grutas"" ""Caminho da Saudade"" ""Alto da Bandeira"" ""Bico do Papagaio"" ""Caminho do Vale do Elefante"" ""Caminho do Vale dos Urubús"" ""Pedra do Conde"" ""Pico da Cocanha"" ""Pico da Tijuca"" ""Trilha do Morro da Babilônia""";"""trilhas tais como _"" ""trilhas assim como _"" ""trilhas como _"" ""trilha tal como _"" ""trilha assim como _"" ""trilha como _"" ""_ é uma trilha"" ""_ é a trilha"" ""é a trilha _"" ""trilha conhecida como _"" ""trilha chamada de _"" ""trilha apelidada de _"" ""_ é uma das trilhas"" ";;trilha;2014-10-31;Maísa Duarte;Maísa Duarte;Trails for hiking, walking, biking, or even driving.  Routes with street addresses cannot be trails.;none;;
estaçãoFerroviária;train stations;%s is a {train station};TRUE;TRUE;construção;;;proper;"""Jabaguara"" ""Liberdade"" ""Sé"" ""Tiradentes"" ""Portuguesa-Tietê"" ""Tatuapé"" ""Pedro II"" ""Brigadeiro"" ""Sacomã"" ""Botafogo"" ""Flamengo"" ""Inhauma"" ""Irajá"" ""Saldanha"" ""Carnide"" ""Telheiras"" ""Moscavide"" ""Quinta das Conchas"" ""Arroios"" ""Praça de Espanha"" ";"""estações Ferroviárias tais como _"" ""estações Ferroviárias assim como _"" ""estações Ferroviárias como _"" ""estação Ferroviária tal como _"" ""estação Ferroviária assim como _"" ""estação Ferroviária como _"" ""_ é uma estação Ferroviária"" ""_ é a estação Ferroviária"" ""é a estação Ferroviária _"" ""estação Ferroviária conhecida como _"" ""estação Ferroviária chamada de _"" ""estação Ferroviária apelidada de _"" ""_ é uma das estações Ferroviárias"" ";;estação ferroviária;2014-10-31;Maísa Duarte;Maísa Duarte;railway station (mainly British Commonwealth) or railroad station (mainly US)) is a railway facility where trains regularly stop to load or unload passengers or freight (goods). It generally consists of a platform next to the tracks and a building (depot) providing related services such as ticket sales and waiting rooms.;/en/train_station;Removed all and added others names;
transporte;transportation systems;%s is a {transportation system};TRUE;TRUE;atração;veículo construção porto;;proper;"""ônibus da cidade"" ""aeroporto"" ""trem urbano"" ""metrô"" ""Aeroporto de Congonhas"" ""transporte aquático"" ""transporte fluvial"" ""Metrô de São Paulo"" ""Metrô do Rio de Janeiro"" ""Aeroporto Leite Lopes"" ""transporte ferroviário"" ""transporte rodoviário"" ""locomotiva""";"""_ é um transporte"" ""_ é o transporte"" ""é o transporte _"" ""transporte conhecido como _"" ""transporte chamado de _"" ""transporte apelidado de _"" ""_ é um dos transportes"" ""transportes tais como _"" ""transportes assim como _"" ""transportes como _"" ""transporte tal como _"" ""transporte assim como _"" ""transporte como _""";;transporte;2014-10-31;Maísa Duarte;Maísa Duarte;a mode of travel, such as rail transport or automobile. It is a category defining a means of moving from one location to another.;/travel/transportation_mode;Removed all and added others names;
universidade;universities;%s is a {university};TRUE;TRUE;escola geolocalização;;;proper;" ""USP"" ""IFC"" ""UFSCar"" ""Universidade Federal de São Carlos"" ""Universidade Estadual de São Paulo"" ""UFSC"" ""Universidade Paulista"" ""Unicamp"" ""Faculdades COC"" ""UNAERP"" ""UFBA"" ""UFRJ"" ""Instituto Federal do Triângulo Mineiro"" ""IFSP""";"""universidades tais como _"" ""universidades assim como _"" ""universidades como _"" ""universidade tal como _"" ""universidade assim como _"" ""universidade como _"" ""_ é uma universidade"" ""_ é a universidade"" ""é a universidade _"" ""universidade conhecida como _"" ""universidade chamada de _"" ""universidade apelidada de _"" ""_ é uma das universidades"" ";;universidade;2014-10-31;Maísa Duarte;Maísa Duarte;A university is a post-high school educational institution. This category includes colleges and technical schools.;/education/university;Removed some and added other names;
url;URLs;%s is a {URL};TRUE;TRUE;website;;;url;"""www.google.com"" ""www.yahoo.com.br"" ""www.globo.com"" ""www.dc.ufscar.br"" ""www.ribeiraoshopping.com.br"" ""www.academia.edu"" ""www.facebook.com.br"" ""www.orkut.com.br"" ""www.ifsc.edu.br"" ""www.coderp.com.br""";"""urls tais como _"" ""urls assim como _"" ""urls como _"" ""url tal como _"" ""url assim como _"" ""url como _"" ""_ é uma url"" ""_ é a url"" ""é a url _"" ""url conhecida como _"" ""url chamada de _"" ""url apelidada de _"" ""_ é uma das urls"" ";;url;2014-10-31;Maísa Duarte;Maísa Duarte;A URL;;;
vegetal;vegetables;%s is a {vegetable};TRUE;TRUE;comida;planta produtoAgrícola;;common;"""cenoura"" ""aipo"" ""milho"" ""alface"" ""tomates"" ""batatas"" ""espinafre"" ""couve"" ""alho"" ""nabo"" ""acelga"" ""pimentas"" ""cogumelos"" ""ervilhas"" ""feijão""";"""_ é um vegetal"" ""_ é o vegetal"" ""é o vegetal _"" ""vegetal conhecido como _"" ""vegetal chamado de _"" ""vegetal apelidado de _"" ""_ é um dos vegetais"" ""vegetais tais como _"" ""vegetais assim como _"" ""vegetais como _"" ""vegetal tal como _"" ""vegetal assim como _"" ""vegetal como _""";;vegetal;2014-10-31;Maísa Duarte;Maísa Duarte;An edible plant or part of a plant other than a sweet fruit or seed. This usually means the leaf, stem, or root of a plant.  This is meant to dovetail with the more botanical definition we have of fruit, and to not allow cullinary / colloquial vegetables that qualify for membership in our fruit category.  Mushrooms are not vegetables.;none;Translated (just three name removed and three added);
veículo;vehicles;%s is a kind of {vehicle};TRUE;TRUE;produto objetoVisualizável;transporte arma;;all;"""aviões"" ""bicicletas"" ""carros"" ""trens"" ""caminhões"" ""tanques"" ""barcos"" ""triciclos"" ""monociclos"" ""motos"" ""motocicletas"" ""Harley Davidsons"" ""carro esportivo"" ""cupês"" ""sedans""";"""_ é um veículo"" ""_ é o veículo"" ""é o veículo _"" ""veículo conhecido como _"" ""veículo chamado de _"" ""veículo apelidado de _"" ""_ é um dos veículos"" ""veículos tais como _"" ""veículos assim como _"" ""veículos como _"" ""veículo tal como _"" ""veículo assim como _"" ""veículo como _""";;veículo;2014-10-31;Maísa Duarte;Maísa Duarte;Any vessel or other conveyance machine used for purposes of travel.  Apparel and other personal affects, e.g. shoes or walking sticks, do not count.;none;Translated;
veia;veins;%s is a {vein};TRUE;TRUE;parteDoCorpo;;;all;"""veia porta hepática"" ""veia cava"" ""veia safena magna"" ""veia braquiocefálica"" ""veia cava superior"" ""veia cava inferior"" ""veia umbilical"" ""veias pulmonares"" ""vênula"" ""veia ázigos"" ""grandes artérias cerebrais"" ""veias jugulares""";"""_ transportam sangue"" ""_ devolve o sangue"" ""_ enviam o sangue"" ""o coração pelas _"" ""_ levam sangue"" ""_ do pescoço estufadas"" ""_ veias importantes do corpo humano"" ""as veias _"" ""_ é a veia"" ""_ é uma veia de grande calibre"" ""veias como _"" ""_ interna direita "" ""_  interna esquerda"" ""_ interna direita (VTId)"" ""veias tais como _"" ""veias assim como _"" ""veias como _"" ""veia tal como _"" ""veia assim como _"" ""veia como _"" ""_ é uma veia"" ""_ é a veia"" ""é a veia _"" ""veia conhecida como _"" ""veia chamada de _"" ""veia apelidada de _"" ""_ é uma das veias"" ";;veia;2014-10-31;Maísa Duarte;Maísa Duarte;"""A vein is a blood vessel that carries blood toward the heart.""";/medicine/vein;Translated;
vertebrado;vertebrates;%s is a {vertebrate};TRUE;TRUE;animal;;;common;"""Baleia-azul"" ""Elefante"" ""Avestruz"" ""Pato"" ""Crocodilo-marinho"" ""Salamandra""  ""Tubarão Baleia"" ""homem"" ""girafa"" ""leão"" ""cavalo"" ""morcego"" ""tamanduá"" ""lontra"" ""gato"" ""vaca"" ""coelho""";"""_ é um vertebrado"" ""_ é o vertebrado"" ""é o vertebrado _"" ""vertebrado conhecido como _"" ""vertebrado chamado de _"" ""vertebrado apelidado de _"" ""_ é um dos vertebrados"" ""vertebrados tais como _"" ""vertebrados assim como _"" ""vertebrados como _"" ""vertebrado tal como _"" ""vertebrado assim como _"" ""vertebrado como _""";;vertebrado;2014-10-31;Maísa Duarte;Maísa Duarte;An animal which has a back bone;;;
jogoDeVideoGame;video games;%s is a {video game};TRUE;TRUE;software jogo;;;all;" ""Super Mario Bross"" ""Halo 3"" ""Doom"" ""Call of Duty"" ""Mario Kart Wii"" ""Gran Turismo"" ""Super Mario 64"" ""Grand Theft Auto"" ""Tetris"" ""Guitar Hero III""";"""_ é um jogo de video game"" ""_ é o jogo de video game"" ""é o jogo de video game _"" ""jogo de video game conhecido como _"" ""jogo de video game chamado de _"" ""jogo de video game apelidado de _"" ""_ é um dos jogos de video game"" ""jogos de video game tais como _"" ""jogos de video game assim como _"" ""jogos de video game como _"" ""jogo de video game tal como _"" ""jogo de video game assim como _"" ""jogo de video game como _""";;video game;2014-10-31;Maísa Duarte;Maísa Duarte;A video game is a piece of interactive software used primarily for entertainment, including computer games, console games, arcade games, and hand-held games. However, this category excludes video game consoles.;/cvg/computer_videogame;No changes;
videoGame;video game systems;%s is a {video game system};TRUE;TRUE;itensEletrônicosDeConsumo;;;all;"“Nintendo Entertainment System” “Atari 2600” “GameCube” “nds” “Magnavox Odyssey” “neo geo” “Sega Game Gear” “PS3” ""Wii"" ""Super Nintendo"" ""Sega Genesis"" ""PSP""";"""_ é um video game"" ""_ é o video game"" ""é o video game _"" ""video game conhecido como _"" ""video game chamado de _"" ""video game apelidado de _"" ""_ é um dos video games"" ""video games tais como _"" ""video games assim como _"" ""video games como _"" ""video game tal como _"" ""video game assim como _"" ""video game como _""";;video game;2014-10-31;Maísa Duarte;Maísa Duarte;includes any form of electronic game device, from handheld units as small as a phone to large powerful computer systems and even arcade coin-operated systems.;/cvg/cvg_platform;No changes;
formaDeArteVisual;visual art forms;%s is form of {visual art};TRUE;TRUE;trabalhoCriativo;hobby;;common;"""pintura"" ""decapagem"" ""gravura"" ""fotografia"" ""escultura"" ""instalação"" ""desenho"" ""cerâmica"" ""litografia"" ""serigrafia"" ""colagem"" ""mixed media"" ""mosaico"" ""arte cômica"" ""arte da performance""";"""formas de artes visuais tais como _"" ""formas de artes visuais assim como _"" ""formas de artes visuais como _"" ""forma de arte visual tal como _"" ""forma de arte visual assim como _"" ""forma de arte visual como _"" ""_ é uma forma de arte visual"" ""_ é a forma de arte visual"" ""é a forma de arte visual _"" ""forma de arte visual conhecida como _"" ""forma de arte visual chamada de _"" ""forma de arte visual apelidada de _"" ""_ é uma das formas de artes visuais"" ";;forma de arte visual;2014-10-31;Maísa Duarte;Maísa Duarte;A categorization of the visual arts. An art form is a specific form for artistic expression to take.An art form more or less corresponds to the tools or materials used to create an art work (FreeBase);/visual_art/visual_art_form;Translated;
artistaDeArteVisual;visual artists;%s is a {visual artist};TRUE;TRUE;pessoa;masculino feminino pessoaPorLocalidade professor arquiteto celebridade músico;;proper;"""Cândido Portinari"" ""Tarsila do Amaral"" ""Anita Malfatti"" ""Di Cavalcanti"" ""Hélio Oiticica"" ""Victor Meirelles"" ""Pedro Américo"" ""Alfredo Volpi"" ""Romero Britto"" ""Adilson Santos"" ""Kennedy Bahia""";"""_ é um pintor"" ""_ é o pintor"" ""é o pintor _"" ""pintor conhecido como _"" ""pintor chamado de _"" ""pintor apelidado de _"" ""_ é um dos pintores""  ""pintores tais como _"" ""pintores assim como _"" ""pintores como _"" ""pintor tal como _"" ""pintor assim como _"" ""pintor como _"" ""_ é uma pintora"" ""_ é a pintora"" ""é a pintora _"" ""pintora conhecida como _"" ""pintora chamada de _"" ""pintora apelidada de _"" ""_ é uma das pintoras"" ""_ é um escultor"" ""_ é o escultor"" ""é o escultor _"" ""escultor conhecido como _"" ""escultor chamado de _"" ""escultor apelidado de _"" ""_ é um dos escultores"" ""escultores tais como _"" ""escultores assim como _"" ""escultores como _"" ""escultor tal como _"" ""escultor assim como _"" ""escultor como _"" ""_ é uma escultora"" ""_ é a escultora"" ""é a escultora _"" ""escultora conhecida como _"" ""escultora chamada de _"" ""escultora apelidada de _"" ""_ é uma das escultoras"" ";;artista de arte visual;2014-10-31;Maísa Duarte;Maísa Duarte;A visual artist creates artistic works which are mainly experienced by sight. This category includes painters, sculptors and architects, but excludes authors.;/visual_art/visual_artist;One added;
movimentoDeArteVisual;visual art movements;%s is a {visual art movement};TRUE;TRUE;abstractThing;;;proper;"""Renascimento"" ""Cubismo"" ""Impressionismo"" ""Expressionismo"" ""Pós-modernismo"" ""Neoclassicismo"" ""Arte pop"" ""Surrealismo"" ""Arte Conceitual"" ""Realismo"" ""Minimalismo"" ""Romantismo"" ""Barroco"" ""Arte contemporânea"" ""Fauvismo""";"""_ é um movimento artístico"" ""_ é o movimento artístico"" ""é o movimento artístico _"" ""movimento artístico conhecido como _"" ""movimento artístico chamado de _"" ""movimento artístico apelidado de _"" ""_ é um dos movimentos artísticos"" ""movimentos artísticos tais como _"" ""movimentos artísticos assim como _"" ""movimentos artísticos como _"" ""movimento artístico tal como _"" ""movimento artístico assim como _"" ""movimento artístico como _""";;movimento de arte visual;2014-10-31;Maísa Duarte;Maísa Duarte;A tendency or style in art with a specific common philosophy or goal, followed by a group of artists during a restricted period of time, or, at least, with the heyday of the movement more or less strictly so restricted (usually a few months, years or decades) (FreeBase).  This does not include things that are merly genres, such as “fantasy art” or “oceanic art”.;/visual_art/art_period_movement;Translated;
itemDeParede;wall items;%s is an {item found on a wall};TRUE;TRUE;itemDoméstico;itemDeCozinha itemDeHall itemDeBanheiro itemDeEscritório itemDoQuarto;"mesa ""sofa"" ""cadeira"" ""geladeira"" ""telhado""";all;"""relógio de parede"" ""quadro negro"" ""pintura"" ""quadro"" ""interruptor de luz"" ""prateleira"" ""cabide"" ""parapeito"" ""tomada"" ""espelho de tomada"" ""termostato"" ""tomada"" ""espelho"" ""poster""";"""_ é um item De Parede"" ""_ é o item De Parede"" ""é o item De Parede _"" ""item De Parede conhecido como _"" ""item De Parede chamado de _"" ""item De Parede apelidado de _"" ""_ é um dos itens De Parede"" ""itens De Parede tais como _"" ""itens De Parede assim como _"" ""itens De Parede como _"" ""item De Parede tal como _"" ""item De Parede assim como _"" ""item De Parede como _""";;item de parede;2014-10-31;Maísa Duarte;Maísa Duarte;Any item that is commonly found on a wall ;;Translated;
arma;weapons;%s is a {weapon};TRUE;TRUE;item objetoVisualizável;veículo;;all;"""katanas"" ""espadas"" ""nunchucks"" ""AK-47"" ""espingarda"" ""armas"" ""facas"" ""mísseis""  ""HMMWV"" ""lança-foguetes""";"""armas tais como _"" ""armas assim como _"" ""armas como _"" ""arma tal como _"" ""arma assim como _"" ""arma como _"" ""_ é uma arma"" ""_ é a arma"" ""é a arma _"" ""arma conhecida como _"" ""arma chamada de _"" ""arma apelidada de _"" ""_ é uma das armas"" ";;arma;2014-10-31;Maísa Duarte;Maísa Duarte;"""A weapon is any tool used for fighting""";none;Translated (just one name removed and one dded);
fenômenoMeteorológico;weather phenomena;%s is a {weather phenomenon};TRUE;TRUE;evento;;;common;"""nevoeiro"" ""relâmpago"" ""chuva"" ""neve"" ""vento"" ""granizo"" ""tornado"" ""nuvens"" ""tempestades"" ""trovão"" ""tempestades"" ""granizo"" ""secas""";"""_ é um fenômeno Meteorológico"" ""_ é o fenômeno Meteorológico"" ""é o fenômeno Meteorológico _"" ""fenômeno Meteorológico conhecido como _"" ""fenômeno Meteorológico chamado de _"" ""fenômeno Meteorológico apelidado de _"" ""_ é um dos fenômenos Meteorológicos"" ""fenômenos Meteorológicos tais como _"" ""fenômenos Meteorológicos assim como _"" ""fenômenos Meteorológicos como _"" ""fenômeno Meteorológico tal como _"" ""fenômeno Meteorológico assim como _"" ""fenômeno Meteorológico como _""";;fenômeno meteorológico;2014-10-31;Maísa Duarte;Maísa Duarte;Anything that happens naturally in the atmosphere;;Translated;
